X,Y,gid,provincia,distrito,region_nat,categoria,codigo,ubigeo,departamen,descripcio,poblacion,origen,idccpp_07,nombccpp07,tipo_ccpp,fpol_ccpp,nom_surb,nom_ssurb,cat_ccpp,tot_viv17,label_ccpp,icon_url
-72.1162110180078,-13.3055535529994,"1",URUBAMBA,URUBAMBA,QUECHUA,CIUDAD,"0813010001","081301",CUSCO,URUBAMBA,13942,cpv2017_v1,,,,,,,,0,,./0.png
-72.1308699820077,-13.2248299809994,"2",URUBAMBA,URUBAMBA,PUNA O JALCA,CASERIO,"0813010003","081301",CUSCO,CUNCANI,174,cpv2017_v1,,,,,,,,0,,./0.png
-72.1730299820069,-13.2264399809994,"3",URUBAMBA,URUBAMBA,PUNA O JALCA,CASERIO,"0813010004","081301",CUSCO,CHUPANI,177,cpv2017_v1,,,,,,,,0,,./0.png
-72.163769982007,-13.2427399809994,"4",URUBAMBA,URUBAMBA,SUNI,CASERIO,"0813010005","081301",CUSCO,HUACAHUASI,482,cpv2017_v1,,,,,,,,0,,./0.png
-72.113809981008,-13.2451799809994,"5",URUBAMBA,URUBAMBA,SUNI,OTROS,"0813010006","081301",CUSCO,SUTOC PACHA,22,cpv2017_v1,,,,,,,,0,,./0.png
-72.2060866670063,-13.2484616669995,"6",URUBAMBA,URUBAMBA,SUNI,OTROS,"0813010007","081301",CUSCO,PATAQUISCAYOC,21,cpv2017_v1,,,,,,,,0,,./0.png
-72.1883433330066,-13.2688166669995,"7",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010008","081301",CUSCO,CHAQUIHUAYCCO,95,cpv2017_v1,,,,,,,,0,,./0.png
-72.1742000000068,-13.2579366669995,"8",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010009","081301",CUSCO,PUCARA,151,cpv2017_v1,,,,,,,,0,,./0.png
-72.1267766670076,-13.2800183329994,"9",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010010","081301",CUSCO,PUMAHUANCA,18,cpv2017_v1,,,,,,,,0,,./0.png
-72.1861600000066,-13.2763349999995,"10",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010012","081301",CUSCO,RINCONADA,943,cpv2017_v1,,,,,,,,0,,./0.png
-72.1703666660069,-13.2766149999994,"11",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010013","081301",CUSCO,MIKAY,654,cpv2017_v1,,,,,,,,0,,./0.png
-72.1062316670081,-13.2823816659993,"12",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010015","081301",CUSCO,SAN ISIDRO DE CHICON,584,cpv2017_v1,,,,,,,,0,,./0.png
-72.2111583330062,-13.2762533329995,"13",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010017","081301",CUSCO,TARAL,2,cpv2017_v1,,,,,,,,0,,./0.png
-72.1575633330071,-13.2824933329994,"14",URUBAMBA,URUBAMBA,QUECHUA,UNIDAD AGROPECUARIA,"0813010019","081301",CUSCO,MEDIA LUNA CHICO,45,cpv2017_v1,,,,,,,,0,,./0.png
-72.1559200000071,-13.2845549999994,"15",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010020","081301",CUSCO,MEDIA LUNA,194,cpv2017_v1,,,,,,,,0,,./0.png
-72.1443433330073,-13.2843599999994,"16",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010021","081301",CUSCO,SANTO DOMINGUYOC,39,cpv2017_v1,,,,,,,,0,,./0.png
-72.1325050000076,-13.2879066669994,"17",URUBAMBA,URUBAMBA,QUECHUA,UNIDAD AGROPECUARIA,"0813010022","081301",CUSCO,KEROCANCHA,61,cpv2017_v1,,,,,,,,0,,./0.png
-72.1548050000071,-13.2866083329994,"18",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010023","081301",CUSCO,TARABAMBA,91,cpv2017_v1,,,,,,,,0,,./0.png
-72.1282733330076,-13.2884649999994,"19",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010024","081301",CUSCO,AHUANMARCA,227,cpv2017_v1,,,,,,,,0,,./0.png
-72.1457366660073,-13.2892649999994,"20",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010025","081301",CUSCO,AYLLUPAMPA,411,cpv2017_v1,,,,,,,,0,,./0.png
-72.1443700000073,-13.2903516669994,"21",URUBAMBA,URUBAMBA,QUECHUA,ANEXO,"0813010026","081301",CUSCO,RUMICHACA ALTA,259,cpv2017_v1,,,,,,,,0,,./0.png
-72.1340550000075,-13.2957949999994,"22",URUBAMBA,URUBAMBA,QUECHUA,ANEXO,"0813010028","081301",CUSCO,CHACJHUAR,167,cpv2017_v1,,,,,,,,0,,./0.png
-72.1253447900077,-13.2965683359994,"23",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010030","081301",CUSCO,PALCCARAQUI,182,cpv2017_v1,,,,,,,,0,,./0.png
-72.1326516660075,-13.3011649999994,"24",URUBAMBA,URUBAMBA,QUECHUA,ANEXO,"0813010031","081301",CUSCO,RUMICHACA BAJA,428,cpv2017_v1,,,,,,,,0,,./0.png
-72.109413333008,-13.2870399999993,"25",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010032","081301",CUSCO,YANACONAS,257,cpv2017_v1,,,,,,,,0,,./0.png
-72.1329650000075,-13.2995349999994,"26",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010034","081301",CUSCO,COOTO ORCCO,48,cpv2017_v1,,,,,,,,0,,./0.png
-72.1014767300081,-13.3032607859993,"27",URUBAMBA,URUBAMBA,QUECHUA,CASERIO,"0813010038","081301",CUSCO,CHICHUBAMBA,66,cpv2017_v1,,,,,,,,0,,./0.png
-72.1360185870074,-13.3037507189994,"28",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010039","081301",CUSCO,PAMPACCOCHA,61,cpv2017_v1,,,,,,,,0,,./0.png
-72.1867500980066,-13.2695961729995,"29",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010042","081301",CUSCO,VILLA MARCELO,32,cpv2017_v1,,,,,,,,0,,./0.png
-72.1495833330072,-13.2851999999994,"30",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010043","081301",CUSCO,ROMPEPATA,83,cpv2017_v1,,,,,,,,0,,./0.png
-72.1319900000075,-13.2998816669994,"31",URUBAMBA,URUBAMBA,QUECHUA,OTROS,"0813010045","081301",CUSCO,HUINCHO,54,cpv2017_v1,,,,,,,,0,,./0.png
-72.1973420880064,-13.2651670979995,"32",URUBAMBA,URUBAMBA,QUECHUA,,"0813010048","081301",CUSCO,CHALLHUACOCHA,112,cpv2017_v1,,,,,,,,0,,./0.png
-72.048895301009,-13.3919472469992,"33",URUBAMBA,CHINCHERO,SUNI,PUEBLO,"0813020001","081302",CUSCO,CHINCHERO,3765,cpv2017_v1,,,,,,,,0,,./0.png
-72.0796910570084,-13.3821886469993,"34",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020002","081302",CUSCO,HUATATA,338,cpv2017_v1,,,,,,,,0,,./0.png
-72.052600964009,-13.3843967499993,"35",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020003","081302",CUSCO,QUERAPATA,26,cpv2017_v1,,,,,,,,0,,./0.png
-72.0794983330084,-13.3855499999993,"36",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020004","081302",CUSCO,UMANES,350,cpv2017_v1,,,,,,,,0,,./0.png
-72.0960066670081,-13.3955449999994,"37",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020005","081302",CUSCO,SAN JOSE,266,cpv2017_v1,,,,,,,,0,,./0.png
-72.097243333008,-13.4101516669994,"38",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020006","081302",CUSCO,SAN JUAN BAUTISTA,223,cpv2017_v1,,,,,,,,0,,./0.png
-72.0918300000081,-13.4156416669993,"39",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020007","081302",CUSCO,VILLA MERCEDES,57,cpv2017_v1,,,,,,,,0,,./0.png
-72.0693566670086,-13.3983716669993,"40",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020009","081302",CUSCO,CHAQQUELCCOCHA,16,cpv2017_v1,,,,,,,,0,,./0.png
-72.0710433330085,-13.4252533329993,"41",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020010","081302",CUSCO,MUYURI,247,cpv2017_v1,,,,,,,,0,,./0.png
-72.094963333008,-13.4162116669994,"42",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020011","081302",CUSCO,CHARAC,141,cpv2017_v1,,,,,,,,0,,./0.png
-72.0669883330086,-13.4059433329993,"43",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020012","081302",CUSCO,OLONES,171,cpv2017_v1,,,,,,,,0,,./0.png
-72.0549583290089,-13.4084532809992,"44",URUBAMBA,CHINCHERO,SUNI,OTROS,"0813020013","081302",CUSCO,LLAULLIKASA,52,cpv2017_v1,,,,,,,,0,,./0.png
-72.0808383330083,-13.4237816669993,"45",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020014","081302",CUSCO,SAN ISIDRO,46,cpv2017_v1,,,,,,,,0,,./0.png
-72.1048300000078,-13.4190349999993,"46",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020015","081302",CUSCO,MIRAFLORES,131,cpv2017_v1,,,,,,,,0,,./0.png
-72.0107916670099,-13.4088983329992,"47",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020016","081302",CUSCO,CUPER ALTO,227,cpv2017_v1,,,,,,,,0,,./0.png
-72.0209750000096,-13.4078816669992,"48",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020017","081302",CUSCO,CUPER BAJO,212,cpv2017_v1,,,,,,,,0,,./0.png
-72.0405400000092,-13.4086116669992,"49",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020018","081302",CUSCO,PUCAMARCA,262,cpv2017_v1,,,,,,,,0,,./0.png
-72.047685000009,-13.4079383329992,"50",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020019","081302",CUSCO,HUITAPUCYO,91,cpv2017_v1,,,,,,,,0,,./0.png
-71.9990450000101,-13.4110999999992,"51",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020020","081302",CUSCO,TAUCCA,137,cpv2017_v1,,,,,,,,0,,./0.png
-71.9955066670102,-13.4139466669991,"52",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020021","081302",CUSCO,CCORCCOR,200,cpv2017_v1,,,,,,,,0,,./0.png
-72.0567183330088,-13.4220216669993,"53",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020022","081302",CUSCO,HUILA HUILA,329,cpv2017_v1,,,,,,,,0,,./0.png
-72.0687223520085,-13.4386233269993,"54",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020024","081302",CUSCO,CAPULIYOC,18,cpv2017_v1,,,,,,,,0,,./0.png
-72.0140733330097,-13.4154033329992,"55",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020025","081302",CUSCO,OCUTUAN,73,cpv2017_v1,,,,,,,,0,,./0.png
-72.0058956570099,-13.4225745679992,"56",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020026","081302",CUSCO,UMASBAMBA,376,cpv2017_v1,,,,,,,,0,,./0.png
-72.047103333009,-13.4219849999992,"57",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020027","081302",CUSCO,PIURAY,135,cpv2017_v1,,,,,,,,0,,./0.png
-72.0405083330091,-13.4255383329992,"58",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020028","081302",CUSCO,PONGOBAMBA,452,cpv2017_v1,,,,,,,,0,,./0.png
-71.9951200000102,-13.4205333329992,"59",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020029","081302",CUSCO,ICHUCANCHA,24,cpv2017_v1,,,,,,,,0,,./0.png
-72.0614250000087,-13.4482866669993,"60",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020030","081302",CUSCO,CCORIMARCA,238,cpv2017_v1,,,,,,,,0,,./0.png
-72.0393916670091,-13.4358216669992,"61",URUBAMBA,CHINCHERO,SUNI,ANEXO,"0813020031","081302",CUSCO,VALLE DE CHOSICA,421,cpv2017_v1,,,,,,,,0,,./0.png
-72.0489716670089,-13.4495066669993,"62",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020032","081302",CUSCO,AYARMACA,177,cpv2017_v1,,,,,,,,0,,./0.png
-72.0386450000091,-13.4452899999992,"63",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020033","081302",CUSCO,CCORICANCHA,316,cpv2017_v1,,,,,,,,0,,./0.png
-72.0430102310091,-13.4520860899992,"64",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020034","081302",CUSCO,SIMATAUCCA,293,cpv2017_v1,,,,,,,,0,,./0.png
-72.098229982008,-13.4177399819993,"65",URUBAMBA,CHINCHERO,SUNI,CASERIO,"0813020035","081302",CUSCO,TANGABAMBA,49,cpv2017_v1,,,,,,,,0,,./0.png
-72.0666859640086,-13.4426958699993,"66",URUBAMBA,CHINCHERO,SUNI,OTROS,"0813020036","081302",CUSCO,RAMUSQACCA,16,cpv2017_v1,,,,,,,,0,,./0.png
-72.0642183330086,-13.4394416669992,"67",URUBAMBA,CHINCHERO,SUNI,OTROS,"0813020037","081302",CUSCO,CHANCADORA,129,cpv2017_v1,,,,,,,,0,,./0.png
-72.0649150000087,-13.3743283329993,"68",URUBAMBA,CHINCHERO,SUNI,,"0813020040","081302",CUSCO,NUEVO YANACONA,47,cpv2017_v1,,,,,,,,0,,./0.png
-72.0690316670086,-13.3801416669993,"69",URUBAMBA,CHINCHERO,SUNI,,"0813020041","081302",CUSCO,NUEVO TRIUNFO,72,cpv2017_v1,,,,,,,,0,,./0.png
-72.0515997380089,-13.4117552329993,"70",URUBAMBA,CHINCHERO,SUNI,,"0813020042","081302",CUSCO,CHINCHERO,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.0605116670087,-13.4276716669993,"71",URUBAMBA,CHINCHERO,SUNI,,"0813020043","081302",CUSCO,PACCLACCOCHA,14,cpv2017_v1,,,,,,,,0,,./0.png
-72.0098516670099,-13.4178999999992,"72",URUBAMBA,CHINCHERO,SUNI,,"0813020044","081302",CUSCO,UMASBAMBA,13,cpv2017_v1,,,,,,,,0,,./0.png
-72.0592500000088,-13.3984399999992,"73",URUBAMBA,CHINCHERO,SUNI,,"0813020045","081302",CUSCO,YANACONA,42,cpv2017_v1,,,,,,,,0,,./0.png
-72.0823832800083,-13.4313837689993,"74",URUBAMBA,CHINCHERO,SUNI,,"0813020046","081302",CUSCO,ASNACCCOCHA,56,cpv2017_v1,,,,,,,,0,,./0.png
-72.0792194750083,-13.4326254469993,"75",URUBAMBA,CHINCHERO,SUNI,,"0813020047","081302",CUSCO,MOSOCLLACTA,33,cpv2017_v1,,,,,,,,0,,./0.png
-72.0639112140086,-13.4443969169993,"76",URUBAMBA,CHINCHERO,SUNI,,"0813020048","081302",CUSCO,CHECCON,26,cpv2017_v1,,,,,,,,0,,./0.png
-72.0587271160087,-13.4507165589993,"77",URUBAMBA,CHINCHERO,QUECHUA,,"0813020049","081302",CUSCO,PARIGUANA,34,cpv2017_v1,,,,,,,,0,,./0.png
-72.0890266660081,-13.4315015829993,"78",URUBAMBA,CHINCHERO,SUNI,,"0813020050","081302",CUSCO,VALECITO ANDENES,136,cpv2017_v1,,,,,,,,0,,./0.png
-72.0651303180088,-13.3379971349993,"79",URUBAMBA,HUAYLLABAMBA,QUECHUA,PUEBLO,"0813030001","081303",CUSCO,HUAYLLABAMBA,1391,cpv2017_v1,,,,,,,,0,,./0.png
-72.0454550000093,-13.3116049999992,"80",URUBAMBA,HUAYLLABAMBA,QUECHUA,ANEXO,"0813030004","081303",CUSCO,TRANCA,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.0525499820091,-13.3195099809993,"81",URUBAMBA,HUAYLLABAMBA,QUECHUA,CASERIO,"0813030005","081303",CUSCO,HUAYOCCARI ALTO,238,cpv2017_v1,,,,,,,,0,,./0.png
-72.0394700000093,-13.3273283329992,"82",URUBAMBA,HUAYLLABAMBA,QUECHUA,CASERIO,"0813030006","081303",CUSCO,HUAYOCCARI BAJO,888,cpv2017_v1,,,,,,,,0,,./0.png
-72.0219599810098,-13.3197899809992,"83",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030007","081303",CUSCO,HUANDAR,112,cpv2017_v1,,,,,,,,0,,./0.png
-72.0353900000094,-13.3321883329993,"84",URUBAMBA,HUAYLLABAMBA,QUECHUA,CASERIO,"0813030008","081303",CUSCO,HUYCHO,641,cpv2017_v1,,,,,,,,0,,./0.png
-72.0168002680098,-13.3275488299992,"85",URUBAMBA,HUAYLLABAMBA,SUNI,OTROS,"0813030011","081303",CUSCO,HOSPITALNIYOC,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.0512150000091,-13.3315316669993,"86",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030013","081303",CUSCO,YARAVILCA BAJO,54,cpv2017_v1,,,,,,,,0,,./0.png
-72.0436066670093,-13.3317933329992,"87",URUBAMBA,HUAYLLABAMBA,QUECHUA,ANEXO,"0813030014","081303",CUSCO,SONDORMOJO,13,cpv2017_v1,,,,,,,,0,,./0.png
-72.0170816670098,-13.3518816669992,"88",URUBAMBA,HUAYLLABAMBA,SUNI,OTROS,"0813030015","081303",CUSCO,SAUSO,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.0474950000092,-13.3352216669992,"89",URUBAMBA,HUAYLLABAMBA,QUECHUA,UNIDAD AGROPECUARIA,"0813030016","081303",CUSCO,MAYORISQUIA,9,cpv2017_v1,,,,,,,,0,,./0.png
-72.0473133330092,-13.3372699999992,"90",URUBAMBA,HUAYLLABAMBA,QUECHUA,CASERIO,"0813030017","081303",CUSCO,URQUILLOS,184,cpv2017_v1,,,,,,,,0,,./0.png
-72.0431216670093,-13.3355899999993,"91",URUBAMBA,HUAYLLABAMBA,QUECHUA,ANEXO,"0813030018","081303",CUSCO,MOSOCLLACTA,35,cpv2017_v1,,,,,,,,0,,./0.png
-72.0439850000093,-13.3329116669992,"92",URUBAMBA,HUAYLLABAMBA,QUECHUA,ANEXO,"0813030020","081303",CUSCO,JUQQUIHUERTA,28,cpv2017_v1,,,,,,,,0,,./0.png
-72.0848766670083,-13.3644416669993,"93",URUBAMBA,HUAYLLABAMBA,SUNI,ANEXO,"0813030022","081303",CUSCO,CHIMPARACCHI,67,cpv2017_v1,,,,,,,,0,,./0.png
-72.0760279670085,-13.3646409179993,"94",URUBAMBA,HUAYLLABAMBA,SUNI,CASERIO,"0813030023","081303",CUSCO,RACCHI AYLLU,666,cpv2017_v1,,,,,,,,0,,./0.png
-72.052723333009,-13.3702866669993,"95",URUBAMBA,HUAYLLABAMBA,SUNI,ANEXO,"0813030024","081303",CUSCO,PECCACACHO,34,cpv2017_v1,,,,,,,,0,,./0.png
-72.0989298140081,-13.3163077739993,"96",URUBAMBA,HUAYLLABAMBA,QUECHUA,CASERIO,"0813030025","081303",CUSCO,VIRGEN DE LOURDES,548,cpv2017_v1,,,,,,,,0,,./0.png
-72.0917933330082,-13.3388933329993,"97",URUBAMBA,HUAYLLABAMBA,SUNI,OTROS,"0813030026","081303",CUSCO,PACA HUAYNACCOLCA,115,cpv2017_v1,,,,,,,,0,,./0.png
-72.0696380000086,-13.3548169999993,"98",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030028","081303",CUSCO,CCONOC,1,cpv2017_v1,,,,,,,,0,,./0.png
-72.0492850000091,-13.3385733329992,"99",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030029","081303",CUSCO,TUNASMOCCO,19,cpv2017_v1,,,,,,,,0,,./0.png
-72.0453816670092,-13.3415716669992,"100",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030030","081303",CUSCO,SALABELLA,27,cpv2017_v1,,,,,,,,0,,./0.png
-72.0479466670091,-13.3438133329993,"101",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030031","081303",CUSCO,CCANTUPATA,29,cpv2017_v1,,,,,,,,0,,./0.png
-72.0493428930091,-13.3412127299992,"102",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030032","081303",CUSCO,TTICAPATA,7,cpv2017_v1,,,,,,,,0,,./0.png
-72.0462957440092,-13.3477102429992,"103",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030034","081303",CUSCO,URPAYPACCUCHO,36,cpv2017_v1,,,,,,,,0,,./0.png
-72.0454866670092,-13.3519899999992,"104",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030036","081303",CUSCO,ERAPATA,102,cpv2017_v1,,,,,,,,0,,./0.png
-72.0435039480092,-13.3451553409992,"105",URUBAMBA,HUAYLLABAMBA,QUECHUA,OTROS,"0813030037","081303",CUSCO,LLINKANKA,18,cpv2017_v1,,,,,,,,0,,./0.png
