X,Y,gid,provincia,distrito,region_nat,categoria,codigo,ubigeo,departamen,descripcio,poblacion,origen,idccpp_07,nombccpp07,tipo_ccpp,fpol_ccpp,nom_surb,nom_ssurb,cat_ccpp,tot_viv17,label_ccpp,icon_url
-72.3554000000043,-13.2156499999996,"212",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060019","081306",CUSCO,TIAPARO,78,cpv2017_v1,,,,,,,,0,,./0.png
-72.3459716670044,-13.2217633329997,"213",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060020","081306",CUSCO,PALOMAR,166,cpv2017_v1,,,,,,,,0,,./0.png
-72.3705900000041,-13.2151866669997,"214",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060021","081306",CUSCO,PISCACUCHO,409,cpv2017_v1,,,,,,,,0,,./0.png
-72.302081667005,-13.2140116669996,"215",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060022","081306",CUSCO,PAMPALLACTA,30,cpv2017_v1,,,,,,,,0,,./0.png
-72.228343333006,-13.2350699999995,"216",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060023","081306",CUSCO,PUMAMARCA,45,cpv2017_v1,,,,,,,,0,,./0.png
-72.3624483330043,-13.2159283329997,"217",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060024","081306",CUSCO,OLMIRON,83,cpv2017_v1,,,,,,,,0,,./0.png
-72.3378766670046,-13.2235399999997,"218",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060025","081306",CUSCO,CHILLCA,52,cpv2017_v1,,,,,,,,0,,./0.png
-72.2096216670063,-13.2267199999995,"219",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060026","081306",CUSCO,COLCCARACCAY,13,cpv2017_v1,,,,,,,,0,,./0.png
-72.3381900000045,-13.2269366669997,"220",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060027","081306",CUSCO,PRIMAVERA,153,cpv2017_v1,,,,,,,,0,,./0.png
-72.3296350000046,-13.2299033329997,"221",URUBAMBA,OLLANTAYTAMBO,QUECHUA,ANEXO,"0813060028","081306",CUSCO,SILQUEPAMPA,27,cpv2017_v1,,,,,,,,0,,./0.png
-72.4242300000036,-13.2270583329997,"222",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060029","081306",CUSCO,CHAMANA,36,cpv2017_v1,,,,,,,,0,,./0.png
-72.3897933330039,-13.2208983329997,"223",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060030","081306",CUSCO,YAHUARHUACCA,15,cpv2017_v1,,,,,,,,0,,./0.png
-72.3201900000047,-13.2259833329996,"224",URUBAMBA,OLLANTAYTAMBO,QUECHUA,ANEXO,"0813060031","081306",CUSCO,SILLQUIPUNTA,17,cpv2017_v1,,,,,,,,0,,./0.png
-72.4025316670038,-13.2286399999997,"225",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060032","081306",CUSCO,CARPAMAYO,55,cpv2017_v1,,,,,,,,0,,./0.png
-72.4172750000036,-13.2327583329997,"226",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060033","081306",CUSCO,MESCCAY,25,cpv2017_v1,,,,,,,,0,,./0.png
-72.2172666670061,-13.2328583329995,"227",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060034","081306",CUSCO,PALLATA,161,cpv2017_v1,,,,,,,,0,,./0.png
-72.300356667005,-13.2319433329996,"228",URUBAMBA,OLLANTAYTAMBO,QUECHUA,COOPERATIVA AGRARIA,"0813060035","081306",CUSCO,PHIRY,264,cpv2017_v1,,,,,,,,0,,./0.png
-72.3239866670047,-13.2424483329996,"229",URUBAMBA,OLLANTAYTAMBO,QUECHUA,ANEXO,"0813060036","081306",CUSCO,KCAMICANCHA,100,cpv2017_v1,,,,,,,,0,,./0.png
-72.2927916670051,-13.2471483329996,"230",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060037","081306",CUSCO,HUAYRACPUNCO,8,cpv2017_v1,,,,,,,,0,,./0.png
-72.2799589060052,-13.2510355319996,"231",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060038","081306",CUSCO,RUMIRA,482,cpv2017_v1,,,,,,,,0,,./0.png
-72.2859916670052,-13.2494516669996,"232",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060039","081306",CUSCO,TARABAMBA,5,cpv2017_v1,,,,,,,,0,,./0.png
-72.2595533330055,-13.2634483329995,"233",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060040","081306",CUSCO,TAMBOCHACA,11,cpv2017_v1,,,,,,,,0,,./0.png
-72.4118200000037,-13.2418899999997,"234",URUBAMBA,OLLANTAYTAMBO,QUECHUA,ANEXO,"0813060041","081306",CUSCO,JACCAS,28,cpv2017_v1,,,,,,,,0,,./0.png
-72.2192700000061,-13.2749249999995,"235",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060042","081306",CUSCO,PACHAR,357,cpv2017_v1,,,,,,,,0,,./0.png
-72.2886916670051,-13.2573966669996,"236",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060043","081306",CUSCO,KCACHICCATA,192,cpv2017_v1,,,,,,,,0,,./0.png
-72.2636783330054,-13.2786016669996,"237",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060044","081306",CUSCO,CHARCCAHUAYLLA,13,cpv2017_v1,,,,,,,,0,,./0.png
-72.4514780000033,-13.2790539999998,"238",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060045","081306",CUSCO,PAUCARCANCHA,8,cpv2017_v1,,,,,,,,0,,./0.png
-72.2804799810052,-13.2876099809996,"239",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,UNIDAD AGROPECUARIA,"0813060046","081306",CUSCO,ANCASCCOCHA,7,cpv2017_v1,,,,,,,,0,,./0.png
-72.4207350000036,-13.3056983329997,"240",URUBAMBA,OLLANTAYTAMBO,SUNI,UNIDAD AGROPECUARIA,"0813060048","081306",CUSCO,QUESCCA,44,cpv2017_v1,,,,,,,,0,,./0.png
-72.2686850000053,-13.3042766669996,"241",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060049","081306",CUSCO,RAYAN,58,cpv2017_v1,,,,,,,,0,,./0.png
-72.2534050000056,-13.3104333329995,"242",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060050","081306",CUSCO,PILCOBAMBA,59,cpv2017_v1,,,,,,,,0,,./0.png
-72.2402250000057,-13.3112416669995,"243",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060051","081306",CUSCO,RAPCCA,31,cpv2017_v1,,,,,,,,0,,./0.png
-72.2455900000056,-13.3118466669995,"244",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060052","081306",CUSCO,SOCCMA,93,cpv2017_v1,,,,,,,,0,,./0.png
-72.2658633330054,-13.3171683329995,"245",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060053","081306",CUSCO,MARKURAY,104,cpv2017_v1,,,,,,,,0,,./0.png
-72.2324500000058,-13.3281149999995,"246",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060054","081306",CUSCO,POMATALES,44,cpv2017_v1,,,,,,,,0,,./0.png
-72.2091265510065,-13.1000489199995,"247",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060056","081306",CUSCO,TAMBILLO,2,cpv2017_v1,,,,,,,,0,,./0.png
-72.2262999820062,-13.1108299809995,"248",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060057","081306",CUSCO,LIRIGUYOC,9,cpv2017_v1,,,,,,,,0,,./0.png
-72.1908892600068,-13.1035821369995,"249",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060058","081306",CUSCO,CCANNCCAHUA,29,cpv2017_v1,,,,,,,,0,,./0.png
-72.2237799820062,-13.1113499809995,"250",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060059","081306",CUSCO,GARRAPATA,21,cpv2017_v1,,,,,,,,0,,./0.png
-72.2839316670053,-13.1425616669996,"251",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060060","081306",CUSCO,CCACHUPATA,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.2265986770062,-13.1070553859995,"252",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060062","081306",CUSCO,MUYURACCAY,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.2061506010065,-13.1079649929995,"253",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060063","081306",CUSCO,TERECHUAY,82,cpv2017_v1,,,,,,,,0,,./0.png
-72.2240257290062,-13.1161327979995,"254",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060064","081306",CUSCO,NANRAYOC,5,cpv2017_v1,,,,,,,,0,,./0.png
-72.2903016670052,-13.1391083329996,"255",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060065","081306",CUSCO,MALAGA,15,cpv2017_v1,,,,,,,,0,,./0.png
-72.2220981560063,-13.1027897449995,"256",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060066","081306",CUSCO,SORAYOC,27,cpv2017_v1,,,,,,,,0,,./0.png
-72.1960974330067,-13.1078481319995,"257",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060067","081306",CUSCO,CHUA,11,cpv2017_v1,,,,,,,,0,,./0.png
-72.1983299820066,-13.1287699809995,"258",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060068","081306",CUSCO,CULLUHUATA,9,cpv2017_v1,,,,,,,,0,,./0.png
-72.2067827700065,-13.1040117149995,"259",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060069","081306",CUSCO,HATUN HUAYCO,63,cpv2017_v1,,,,,,,,0,,./0.png
-72.2279410100061,-13.1275556559996,"260",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060070","081306",CUSCO,YURACRUMI,58,cpv2017_v1,,,,,,,,0,,./0.png
-72.2201346010063,-13.1080640899995,"261",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060071","081306",CUSCO,YAURIYOC,23,cpv2017_v1,,,,,,,,0,,./0.png
-72.2746316670054,-13.1586166669996,"262",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060072","081306",CUSCO,HUACRATRANCA,3,cpv2017_v1,,,,,,,,0,,./0.png
-72.2008266670065,-13.2003716669995,"263",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060073","081306",CUSCO,HUILLOC CHIMPA,100,cpv2017_v1,,,,,,,,0,,./0.png
-72.1984916670065,-13.2059699999995,"264",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060074","081306",CUSCO,MUTUYPATA,90,cpv2017_v1,,,,,,,,0,,./0.png
-72.2324200000059,-13.2024733329995,"265",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060075","081306",CUSCO,CHOQUECHAKA,6,cpv2017_v1,,,,,,,,0,,./0.png
-72.1915450000066,-13.2139216669995,"266",URUBAMBA,OLLANTAYTAMBO,SUNI,ANEXO,"0813060076","081306",CUSCO,HUCHUYPATACANCHA,42,cpv2017_v1,,,,,,,,0,,./0.png
-72.3752466670041,-13.2171333329997,"267",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060078","081306",CUSCO,ROCCABAMBA,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.3300283330046,-13.2347683329997,"268",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060080","081306",CUSCO,PATAPATA GRANDE,84,cpv2017_v1,,,,,,,,0,,./0.png
-72.4248550000036,-13.2346349999997,"269",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060081","081306",CUSCO,CUSICHACA,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.294371667005,-13.2519783329996,"270",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060082","081306",CUSCO,CCACHAPAMPA,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.2293316670059,-13.2414883329995,"271",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060084","081306",CUSCO,MURIS,14,cpv2017_v1,,,,,,,,0,,./0.png
-72.298745000005,-13.2544866669996,"272",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060085","081306",CUSCO,OYBISCUYOC,11,cpv2017_v1,,,,,,,,0,,./0.png
-72.2613650000055,-13.2487433329995,"273",URUBAMBA,OLLANTAYTAMBO,QUECHUA,CASERIO,"0813060086","081306",CUSCO,BANDOLISTA,331,cpv2017_v1,,,,,,,,0,,./0.png
-72.2539000000056,-13.2485033329996,"274",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060087","081306",CUSCO,MUÑAYPATA,57,cpv2017_v1,,,,,,,,0,,./0.png
-72.3002266670049,-13.2507733329996,"275",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060088","081306",CUSCO,HUALLHUAYOC,18,cpv2017_v1,,,,,,,,0,,./0.png
-72.2880100000051,-13.2533716669996,"276",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060089","081306",CUSCO,HUAYLLAR,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.4262683330035,-13.2382349999997,"277",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060090","081306",CUSCO,TUNASMOCCO,5,cpv2017_v1,,,,,,,,0,,./0.png
-72.296001667005,-13.2414099999996,"278",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060091","081306",CUSCO,CCOLLPAPAMPA,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.2928733330051,-13.2602433329996,"279",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060093","081306",CUSCO,PACPAYOC,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.2300300000059,-13.2680966669995,"280",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060094","081306",CUSCO,CHULLARACCAY,107,cpv2017_v1,,,,,,,,0,,./0.png
-72.2751700000053,-13.2642683329996,"281",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060095","081306",CUSCO,ÑAHUIPAMPA,2,cpv2017_v1,,,,,,,,0,,./0.png
-72.4184216670036,-13.2480633329997,"282",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060096","081306",CUSCO,QUISHUARPATA,0,cpv2017_v1,,,,,,,,0,,./0.png
-72.223951667006,-13.2711066669995,"283",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060098","081306",CUSCO,DURASNIYOC PAMPA,31,cpv2017_v1,,,,,,,,0,,./0.png
-72.2214700000061,-13.2724249999995,"284",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060099","081306",CUSCO,ESTACION,48,cpv2017_v1,,,,,,,,0,,./0.png
-72.221428333006,-13.2759716669995,"285",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060100","081306",CUSCO,PATAHUASI,38,cpv2017_v1,,,,,,,,0,,./0.png
-72.3021366670049,-13.2582416669996,"286",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060101","081306",CUSCO,HUAYLLAPATA,6,cpv2017_v1,,,,,,,,0,,./0.png
-72.3989966670037,-13.3225533329997,"287",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,OTROS,"0813060103","081306",CUSCO,MUYUMUYO,2,cpv2017_v1,,,,,,,,0,,./0.png
-72.2630133330054,-13.2981616669995,"288",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060104","081306",CUSCO,PANTANAY,2,cpv2017_v1,,,,,,,,0,,./0.png
-72.2591916670055,-13.2504799999996,"289",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060106","081306",CUSCO,PUKARUMIYOC,37,cpv2017_v1,,,,,,,,0,,./0.png
-72.3538716670043,-13.2191266669997,"290",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060107","081306",CUSCO,HUACARUMIYOC,59,cpv2017_v1,,,,,,,,0,,./0.png
-72.2353583330059,-13.2642633329996,"291",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060108","081306",CUSCO,ANCOPACHA,137,cpv2017_v1,,,,,,,,0,,./0.png
-72.2548183330056,-13.2603166669995,"292",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060109","081306",CUSCO,INCAPINTAY,3,cpv2017_v1,,,,,,,,0,,./0.png
-72.2447750000057,-13.2611633329995,"293",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060111","081306",CUSCO,TIUPUNQO,110,cpv2017_v1,,,,,,,,0,,./0.png
-72.2460116670057,-13.2492499999996,"294",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060112","081306",CUSCO,CHACCHAPATA,17,cpv2017_v1,,,,,,,,0,,./0.png
-72.4433400000033,-13.3109316669998,"295",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060113","081306",CUSCO,CHURUMAYO,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.4513250000033,-13.2770533329997,"296",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060114","081306",CUSCO,MANZANAYOC,10,cpv2017_v1,,,,,,,,0,,./0.png
-72.4689050000031,-13.3236433329997,"297",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060115","081306",CUSCO,PAMPACAHUANA,25,cpv2017_v1,,,,,,,,0,,./0.png
-72.4401285930034,-13.2544730899998,"298",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060116","081306",CUSCO,CHAQUIMAYO,1,cpv2017_v1,,,,,,,,0,,./0.png
-72.296088333005,-13.2507883329996,"299",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060118","081306",CUSCO,PARON,17,cpv2017_v1,,,,,,,,0,,./0.png
-72.1920066670066,-13.2082266669995,"300",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060120","081306",CUSCO,PHAQCHAQ,128,cpv2017_v1,,,,,,,,0,,./0.png
-72.1899250000067,-13.1677233329995,"301",URUBAMBA,OLLANTAYTAMBO,SUNI,OTROS,"0813060121","081306",CUSCO,SUYTUCCACCAPATA,18,cpv2017_v1,,,,,,,,0,,./0.png
-72.2741800000053,-13.2538266669996,"302",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060122","081306",CUSCO,SAN ISIDRO,45,cpv2017_v1,,,,,,,,0,,./0.png
-72.2386116670059,-13.2439933329995,"303",URUBAMBA,OLLANTAYTAMBO,QUECHUA,OTROS,"0813060126","081306",CUSCO,CHOQUEBAMBA,10,cpv2017_v1,,,,,,,,0,,./0.png
-72.3785966670041,-13.2099533329996,"304",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060131","081306",CUSCO,CHACCO,37,cpv2017_v1,,,,,,,,0,,./0.png
-72.4460400000034,-13.2682399999997,"305",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060133","081306",CUSCO,SALLAC,44,cpv2017_v1,,,,,,,,0,,./0.png
-72.2564566670055,-13.2632183329996,"306",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060134","081306",CUSCO,HUARONCOYOC PAMPA,71,cpv2017_v1,,,,,,,,0,,./0.png
-72.296021667005,-13.2549566669996,"307",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060135","081306",CUSCO,PITOCCOCHA,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.2436183330057,-13.2638749999995,"308",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060136","081306",CUSCO,GALLURUMIYOC,4,cpv2017_v1,,,,,,,,0,,./0.png
-72.1862666670068,-13.1639983329995,"309",URUBAMBA,OLLANTAYTAMBO,SUNI,,"0813060137","081306",CUSCO,PATACANCHA PATA,39,cpv2017_v1,,,,,,,,0,,./0.png
-72.1845450000068,-13.1720549999995,"310",URUBAMBA,OLLANTAYTAMBO,SUNI,,"0813060138","081306",CUSCO,NANRAMAYO HUAYCCO,18,cpv2017_v1,,,,,,,,0,,./0.png
-72.1942150000066,-13.1798449999995,"311",URUBAMBA,OLLANTAYTAMBO,SUNI,,"0813060139","081306",CUSCO,TRANCA PUNKO,14,cpv2017_v1,,,,,,,,0,,./0.png
-72.2178603920063,-13.1161244749995,"312",URUBAMBA,OLLANTAYTAMBO,PUNA O JALCA,,"0813060140","081306",CUSCO,YAURICUNCA,7,cpv2017_v1,,,,,,,,0,,./0.png
-72.2020883330064,-13.2076049999995,"313",URUBAMBA,OLLANTAYTAMBO,SUNI,,"0813060141","081306",CUSCO,SUTUQ MACHAY,29,cpv2017_v1,,,,,,,,0,,./0.png
-72.227148333006,-13.2247183329995,"314",URUBAMBA,OLLANTAYTAMBO,QUECHUA,,"0813060142","081306",CUSCO,SEPILLO,15,cpv2017_v1,,,,,,,,0,,./0.png
-72.0838618270084,-13.3216332369993,"315",URUBAMBA,YUCAY,QUECHUA,PUEBLO,"0813070001","081307",CUSCO,YUCAY,3154,cpv2017_v1,,,,,,,,0,,./0.png
-72.0768650000086,-13.2808516669993,"316",URUBAMBA,YUCAY,SUNI,ANEXO,"0813070003","081307",CUSCO,SAN JUAN,69,cpv2017_v1,,,,,,,,0,,./0.png
